HORA,IDADE,SEXO,TIPO,ARMA,CIDADE
18,89,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,BOCA DA MATA
19,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
1,20,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,FELIZ DESERTO
1,37,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
2,18,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MARECHAL DEODORO
4,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
15,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
18,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
8,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
8,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
19,56,MASCULINO,HOMICÍDIO DOLOSO,PAF,MESSIAS
